Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
840,5,2014-11-07,7544,1115,1,1,0,1
905,5,2014-11-07,6648,1067,1,1,0,0
4,4,2014-11-06,9461,1329,1,1,0,0
352,4,2014-11-06,6434,609,1,1,0,0
416,4,2014-11-06,13518,1611,1,1,0,0
458,4,2014-11-06,7710,668,1,1,0,0
511,4,2014-11-06,5801,793,1,1,0,1
574,4,2014-11-06,9524,678,1,1,0,0
576,4,2014-11-06,6687,915,1,1,0,0
723,4,2014-11-06,8133,599,1,1,0,0
840,4,2014-11-06,7689,1185,1,1,0,1
905,4,2014-11-06,7348,1150,1,1,0,0
4,3,2014-11-05,11232,1426,1,1,0,0
352,3,2014-11-05,6659,583,1,1,0,0
416,3,2014-11-05,11411,1387,1,1,0,0
458,3,2014-11-05,7864,671,1,1,0,0
511,3,2014-11-05,6084,789,1,1,0,1
574,3,2014-11-05,9722,669,1,1,0,0
576,3,2014-11-05,7735,1008,1,1,0,0
723,3,2014-11-05,7785,569,1,1,0,0
840,3,2014-11-05,9093,1216,1,1,0,1
905,3,2014-11-05,8230,1129,1,1,0,0
4,2,2014-11-04,11285,1533,1,1,0,0
352,2,2014-11-04,7205,642,1,1,0,0
416,2,2014-11-04,13274,1521,1,1,0,0
458,2,2014-11-04,7539,702,1,1,0,0
511,2,2014-11-04,6594,898,1,1,0,1
574,2,2014-11-04,11329,737,1,1,0,0
576,2,2014-11-04,8521,1021,1,1,0,0
723,2,2014-11-04,8498,613,1,1,0,0
840,2,2014-11-04,8278,1239,1,1,0,1
905,2,2014-11-04,8718,1177,1,1,0,0
4,1,2014-11-03,13095,1656,1,1,0,0
352,1,2014-11-03,8848,762,1,1,0,0
416,1,2014-11-03,14515,1685,1,1,0,0
458,1,2014-11-03,9969,810,1,1,0,0
511,1,2014-11-03,7455,978,1,1,0,1
574,1,2014-11-03,14123,929,1,1,0,0
576,1,2014-11-03,9449,1182,1,1,0,0
723,1,2014-11-03,9788,705,1,1,0,0
840,1,2014-11-03,10329,1345,1,1,0,1
905,1,2014-11-03,11263,1480,1,1,0,0
4,7,2014-11-02,0,0,0,0,0,0
352,7,2014-11-02,0,0,0,0,0,0
416,7,2014-11-02,0,0,0,0,0,0
458,7,2014-11-02,0,0,0,0,0,0
511,7,2014-11-02,0,0,0,0,0,0
574,7,2014-11-02,0,0,0,0,0,0
576,7,2014-11-02,0,0,0,0,0,0
723,7,2014-11-02,0,0,0,0,0,0
840,7,2014-11-02,0,0,0,0,0,0
905,7,2014-11-02,0,0,0,0,0,0
4,6,2014-11-01,10834,1467,1,0,0,0
352,6,2014-11-01,7424,675,1,0,0,0
416,6,2014-11-01,11066,1431,1,0,0,0
458,6,2014-11-01,9279,877,1,0,0,0
511,6,2014-11-01,5681,806,1,0,0,0
574,6,2014-11-01,0,0,0,0,a,0
576,6,2014-11-01,6949,1023,1,0,0,0
723,6,2014-11-01,8098,669,1,0,0,0
840,6,2014-11-01,4724,790,1,0,0,0
905,6,2014-11-01,0,0,0,0,a,0
4,5,2014-10-31,9839,1453,1,0,0,1
352,5,2014-10-31,6618,702,1,0,0,0
416,5,2014-10-31,11055,1427,1,0,0,0
458,5,2014-10-31,6793,694,1,0,0,1
511,5,2014-10-31,5325,806,1,0,0,1
574,5,2014-10-31,10517,833,1,0,0,0
576,5,2014-10-31,6477,912,1,0,0,1
723,5,2014-10-31,8456,654,1,0,0,1
840,5,2014-10-31,8034,1215,1,0,0,1
905,5,2014-10-31,7092,1132,1,0,0,0
4,4,2014-10-30,9677,1337,1,0,0,1
352,4,2014-10-30,5620,607,1,0,0,0
416,4,2014-10-30,10985,1462,1,0,0,0
458,4,2014-10-30,6658,619,1,0,0,1
511,4,2014-10-30,5330,738,1,0,0,1
574,4,2014-10-30,7440,601,1,0,0,1
576,4,2014-10-30,5569,821,1,0,0,1
723,4,2014-10-30,7059,562,1,0,0,1
840,4,2014-10-30,7478,1150,1,0,0,1
905,4,2014-10-30,6519,1014,1,0,0,0
4,3,2014-10-29,7810,1144,1,0,0,1
352,3,2014-10-29,5551,532,1,0,0,0
416,3,2014-10-29,7987,1107,1,0,0,0
458,3,2014-10-29,6022,566,1,0,0,1
511,3,2014-10-29,4968,732,1,0,0,1
574,3,2014-10-29,7016,560,1,0,0,1
576,3,2014-10-29,4550,732,1,0,0,1
723,3,2014-10-29,6367,514,1,0,0,1
840,3,2014-10-29,6525,978,1,0,0,1
905,3,2014-10-29,4937,834,1,0,0,0
4,2,2014-10-28,7543,1134,1,0,0,1
352,2,2014-10-28,4878,506,1,0,0,0
416,2,2014-10-28,9499,1316,1,0,0,0
458,2,2014-10-28,4597,532,1,0,0,1
511,2,2014-10-28,4876,702,1,0,0,1
574,2,2014-10-28,6883,546,1,0,0,1
576,2,2014-10-28,4697,743,1,0,0,1
723,2,2014-10-28,4915,439,1,0,0,1
840,2,2014-10-28,6710,1075,1,0,0,1
905,2,2014-10-28,5580,942,1,0,0,0
4,1,2014-10-27,9172,1286,1,0,0,1
352,1,2014-10-27,5063,544,1,0,0,0
416,1,2014-10-27,9591,1392,1,0,0,0
458,1,2014-10-27,6013,623,1,0,0,1
511,1,2014-10-27,5253,852,1,0,0,1
574,1,2014-10-27,6781,553,1,0,0,1
576,1,2014-10-27,4929,789,1,0,0,1
723,1,2014-10-27,6012,529,1,0,0,1
840,1,2014-10-27,7197,1170,1,0,0,1
905,1,2014-10-27,5287,894,1,0,0,0
4,7,2014-10-26,0,0,0,0,0,0
352,7,2014-10-26,0,0,0,0,0,0
416,7,2014-10-26,0,0,0,0,0,0
458,7,2014-10-26,0,0,0,0,0,1
511,7,2014-10-26,0,0,0,0,0,0
574,7,2014-10-26,0,0,0,0,0,0
576,7,2014-10-26,0,0,0,0,0,0
723,7,2014-10-26,0,0,0,0,0,1
840,7,2014-10-26,0,0,0,0,0,0
905,7,2014-10-26,0,0,0,0,0,0
4,6,2014-10-25,9414,1329,1,0,0,0
352,6,2014-10-25,6856,670,1,0,0,0
416,6,2014-10-25,9286,1241,1,0,0,0
458,6,2014-10-25,7929,834,1,0,0,1
511,6,2014-10-25,5411,812,1,0,0,0
574,6,2014-10-25,7617,619,1,0,0,0
576,6,2014-10-25,6134,893,1,0,0,0
723,6,2014-10-25,6849,588,1,0,0,1
840,6,2014-10-25,4933,902,1,0,0,0
905,6,2014-10-25,5378,889,1,0,0,0
4,5,2014-10-24,9016,1248,1,1,0,1
352,5,2014-10-24,6763,654,1,1,0,1
416,5,2014-10-24,10321,1358,1,1,0,1
458,5,2014-10-24,7489,722,1,1,0,1
511,5,2014-10-24,5465,803,1,1,0,0
574,5,2014-10-24,9330,712,1,1,0,0
576,5,2014-10-24,6028,855,1,1,0,1
723,5,2014-10-24,8039,621,1,1,0,1
840,5,2014-10-24,7675,1236,1,1,0,0
905,5,2014-10-24,6241,1038,1,1,0,0
4,4,2014-10-23,9364,1278,1,1,0,1
352,4,2014-10-23,5886,598,1,1,0,1
416,4,2014-10-23,11291,1457,1,1,0,1
458,4,2014-10-23,6006,640,1,1,0,1
511,4,2014-10-23,5723,827,1,1,0,0
574,4,2014-10-23,8304,640,1,1,0,0
576,4,2014-10-23,6964,940,1,1,0,1
723,4,2014-10-23,6676,547,1,1,0,1
840,4,2014-10-23,7616,1200,1,1,0,0
905,4,2014-10-23,6343,1052,1,1,0,0
4,3,2014-10-22,9547,1316,1,1,0,1
352,3,2014-10-22,5367,518,1,1,0,1
416,3,2014-10-22,10473,1330,1,1,0,1
458,3,2014-10-22,6900,659,1,1,0,1
511,3,2014-10-22,5224,751,1,1,0,0
574,3,2014-10-22,8598,629,1,1,0,0
576,3,2014-10-22,5651,797,1,1,0,1
723,3,2014-10-22,6484,512,1,1,0,1
840,3,2014-10-22,7074,1026,1,1,0,0
905,3,2014-10-22,5650,869,1,1,0,0
4,2,2014-10-21,9786,1357,1,1,0,1
352,2,2014-10-21,5717,543,1,1,0,1
416,2,2014-10-21,9690,1155,1,1,0,1
458,2,2014-10-21,6856,651,1,1,0,1
511,2,2014-10-21,5821,767,1,1,0,0
574,2,2014-10-21,9295,637,1,1,0,0
576,2,2014-10-21,7052,951,1,1,0,1
723,2,2014-10-21,6640,528,1,1,0,1
840,2,2014-10-21,8012,1118,1,1,0,0
905,2,2014-10-21,6188,930,1,1,0,0
4,1,2014-10-20,11357,1503,1,1,0,1
352,1,2014-10-20,7043,619,1,1,0,1
416,1,2014-10-20,12061,1468,1,1,0,1
458,1,2014-10-20,8906,786,1,1,0,1
511,1,2014-10-20,5953,860,1,1,0,0
574,1,2014-10-20,11078,757,1,1,0,0
576,1,2014-10-20,8325,1080,1,1,0,1
723,1,2014-10-20,8246,634,1,1,0,1
840,1,2014-10-20,9905,1312,1,1,0,0
905,1,2014-10-20,8737,1193,1,1,0,0
4,7,2014-10-19,0,0,0,0,0,0
352,7,2014-10-19,0,0,0,0,0,0
416,7,2014-10-19,0,0,0,0,0,0
458,7,2014-10-19,0,0,0,0,0,0
511,7,2014-10-19,0,0,0,0,0,0
574,7,2014-10-19,0,0,0,0,0,0
576,7,2014-10-19,0,0,0,0,0,0
723,7,2014-10-19,0,0,0,0,0,0
840,7,2014-10-19,0,0,0,0,0,0
905,7,2014-10-19,0,0,0,0,0,0
4,6,2014-10-18,10166,1397,1,0,0,0
352,6,2014-10-18,5697,600,1,0,0,0
416,6,2014-10-18,9670,1305,1,0,0,0
458,6,2014-10-18,9251,903,1,0,0,0
511,6,2014-10-18,5197,791,1,0,0,0
574,6,2014-10-18,7763,654,1,0,0,0
576,6,2014-10-18,5765,901,1,0,0,0
723,6,2014-10-18,7126,622,1,0,0,0
840,6,2014-10-18,4388,682,1,0,0,0
905,6,2014-10-18,5530,905,1,0,0,0
4,5,2014-10-17,7947,1172,1,0,0,0
352,5,2014-10-17,5631,544,1,0,0,1
416,5,2014-10-17,8384,1150,1,0,0,1
458,5,2014-10-17,5972,622,1,0,0,0
511,5,2014-10-17,5329,821,1,0,0,0
574,5,2014-10-17,7605,603,1,0,0,0
576,5,2014-10-17,5339,837,1,0,0,0
723,5,2014-10-17,6614,585,1,0,0,0
840,5,2014-10-17,6472,1071,1,0,0,0
905,5,2014-10-17,5083,868,1,0,0,1
4,4,2014-10-16,8008,1138,1,0,0,0
352,4,2014-10-16,5625,566,1,0,0,1
416,4,2014-10-16,9025,1263,1,0,0,1
458,4,2014-10-16,5700,546,1,0,0,0
511,4,2014-10-16,5372,775,1,0,0,0
574,4,2014-10-16,7015,566,1,0,0,0
576,4,2014-10-16,4871,757,1,0,0,0
723,4,2014-10-16,5450,450,1,0,0,0
840,4,2014-10-16,6865,1038,1,0,0,0
905,4,2014-10-16,4910,852,1,0,0,1
4,3,2014-10-15,7843,1102,1,0,0,0
352,3,2014-10-15,4456,513,1,0,0,1
416,3,2014-10-15,7775,1117,1,0,0,1
458,3,2014-10-15,5778,555,1,0,0,0
511,3,2014-10-15,4646,732,1,0,0,0
574,3,2014-10-15,6218,537,1,0,0,0
576,3,2014-10-15,5114,781,1,0,0,0
723,3,2014-10-15,5891,539,1,0,0,0
840,3,2014-10-15,6606,1031,1,0,0,0
905,3,2014-10-15,5227,869,1,0,0,1
4,2,2014-10-14,8166,1156,1,0,0,0
352,2,2014-10-14,4857,535,1,0,0,1
416,2,2014-10-14,9393,1306,1,0,0,1
458,2,2014-10-14,5084,557,1,0,0,0
511,2,2014-10-14,5666,833,1,0,0,0
574,2,2014-10-14,6615,532,1,0,0,0
576,2,2014-10-14,5105,784,1,0,0,0
723,2,2014-10-14,5509,505,1,0,0,0
840,2,2014-10-14,7458,1115,1,0,0,0
905,2,2014-10-14,6069,1044,1,0,0,1
4,1,2014-10-13,8947,1294,1,0,0,0
352,1,2014-10-13,5542,533,1,0,0,1
416,1,2014-10-13,8875,1190,1,0,0,1
458,1,2014-10-13,5974,614,1,0,0,0
511,1,2014-10-13,5313,799,1,0,0,0
574,1,2014-10-13,7496,634,1,0,0,0
576,1,2014-10-13,5387,913,1,0,0,0
723,1,2014-10-13,5943,541,1,0,0,0
840,1,2014-10-13,7404,1147,1,0,0,0
905,1,2014-10-13,6010,972,1,0,0,1
4,7,2014-10-12,0,0,0,0,0,0
352,7,2014-10-12,0,0,0,0,0,0
416,7,2014-10-12,0,0,0,0,0,0
458,7,2014-10-12,0,0,0,0,0,0
511,7,2014-10-12,0,0,0,0,0,0
574,7,2014-10-12,0,0,0,0,0,0
576,7,2014-10-12,0,0,0,0,0,0
723,7,2014-10-12,0,0,0,0,0,0
840,7,2014-10-12,0,0,0,0,0,0
905,7,2014-10-12,0,0,0,0,0,0
4,6,2014-10-11,10048,1458,1,0,0,0
352,6,2014-10-11,5848,598,1,0,0,0
416,6,2014-10-11,10175,1390,1,0,0,0
458,6,2014-10-11,9685,896,1,0,0,0
511,6,2014-10-11,5566,830,1,0,0,0
574,6,2014-10-11,8622,656,1,0,0,0
576,6,2014-10-11,6435,896,1,0,0,0
723,6,2014-10-11,7418,654,1,0,0,0
840,6,2014-10-11,4802,654,1,0,0,0
905,6,2014-10-11,5634,869,1,0,0,0
4,5,2014-10-10,9501,1295,1,1,0,0
352,5,2014-10-10,7009,677,1,1,0,0
416,5,2014-10-10,11386,1456,1,1,0,0
458,5,2014-10-10,7833,738,1,1,0,0
511,5,2014-10-10,5603,850,1,1,0,0
574,5,2014-10-10,8725,692,1,1,0,0
576,5,2014-10-10,7595,1024,1,1,0,0
723,5,2014-10-10,8023,633,1,1,0,0
840,5,2014-10-10,7755,1089,1,1,0,0
905,5,2014-10-10,7190,1060,1,1,0,1
4,4,2014-10-09,8763,1211,1,1,0,0
352,4,2014-10-09,6408,619,1,1,0,0
416,4,2014-10-09,12477,1538,1,1,0,0
458,4,2014-10-09,6398,640,1,1,0,0
511,4,2014-10-09,6098,850,1,1,0,0
574,4,2014-10-09,8876,630,1,1,0,0
576,4,2014-10-09,6454,899,1,1,0,0
723,4,2014-10-09,6728,535,1,1,0,0
840,4,2014-10-09,8396,1169,1,1,0,0
905,4,2014-10-09,7089,1091,1,1,0,1
4,3,2014-10-08,9189,1257,1,1,0,0
352,3,2014-10-08,6072,603,1,1,0,0
416,3,2014-10-08,12423,1509,1,1,0,0
458,3,2014-10-08,7318,674,1,1,0,0
511,3,2014-10-08,5546,827,1,1,0,0
574,3,2014-10-08,8730,614,1,1,0,0
576,3,2014-10-08,7693,1005,1,1,0,0
723,3,2014-10-08,7298,559,1,1,0,0
840,3,2014-10-08,9107,1223,1,1,0,0
905,3,2014-10-08,6259,940,1,1,0,1
4,2,2014-10-07,9648,1291,1,1,0,0
352,2,2014-10-07,6425,603,1,1,0,0
416,2,2014-10-07,11079,1327,1,1,0,0
458,2,2014-10-07,7890,692,1,1,0,0
511,2,2014-10-07,6382,819,1,1,0,0
574,2,2014-10-07,9817,699,1,1,0,0
576,2,2014-10-07,7626,957,1,1,0,0
723,2,2014-10-07,8120,586,1,1,0,0
840,2,2014-10-07,9274,1209,1,1,0,0
905,2,2014-10-07,6905,1010,1,1,0,1
4,1,2014-10-06,10575,1462,1,1,0,0
352,1,2014-10-06,7799,721,1,1,0,0
416,1,2014-10-06,15436,1761,1,1,0,0
458,1,2014-10-06,9702,819,1,1,0,0
511,1,2014-10-06,7648,992,1,1,0,0
574,1,2014-10-06,11834,828,1,1,0,0
576,1,2014-10-06,9619,1153,1,1,0,0
723,1,2014-10-06,9858,727,1,1,0,0
840,1,2014-10-06,10416,1317,1,1,0,0
905,1,2014-10-06,9916,1353,1,1,0,1
4,7,2014-10-05,0,0,0,0,0,0
352,7,2014-10-05,0,0,0,0,0,0
416,7,2014-10-05,0,0,0,0,0,0
458,7,2014-10-05,0,0,0,0,0,0
511,7,2014-10-05,0,0,0,0,0,0
574,7,2014-10-05,0,0,0,0,0,0
576,7,2014-10-05,0,0,0,0,0,0
723,7,2014-10-05,0,0,0,0,0,0
840,7,2014-10-05,0,0,0,0,0,0
905,7,2014-10-05,0,0,0,0,0,0
4,6,2014-10-04,11694,1582,1,0,0,0
352,6,2014-10-04,7892,777,1,0,0,0
416,6,2014-10-04,12880,1589,1,0,0,0
458,6,2014-10-04,9416,943,1,0,0,0
511,6,2014-10-04,6639,922,1,0,0,0
574,6,2014-10-04,10570,839,1,0,0,0
576,6,2014-10-04,7586,1129,1,0,0,0
723,6,2014-10-04,10177,815,1,0,0,0
840,6,2014-10-04,5577,898,1,0,0,0
905,6,2014-10-04,7059,1090,1,0,0,0
4,5,2014-10-03,0,0,0,1,a,0
352,5,2014-10-03,0,0,0,1,a,0
416,5,2014-10-03,0,0,0,1,a,0
458,5,2014-10-03,0,0,0,1,a,0
511,5,2014-10-03,0,0,0,1,a,0
574,5,2014-10-03,0,0,0,1,a,0
576,5,2014-10-03,0,0,0,1,a,0
723,5,2014-10-03,0,0,0,1,a,0
840,5,2014-10-03,0,0,0,1,a,0
905,5,2014-10-03,0,0,0,1,a,0
4,4,2014-10-02,12297,1641,1,1,0,0
352,4,2014-10-02,7867,724,1,1,0,0
416,4,2014-10-02,13723,1673,1,1,0,0
458,4,2014-10-02,9052,849,1,1,0,0
511,4,2014-10-02,6845,952,1,1,0,0
574,4,2014-10-02,9726,758,1,1,0,0
576,4,2014-10-02,9121,1188,1,1,0,0
723,4,2014-10-02,9193,724,1,1,0,0
840,4,2014-10-02,8386,1228,1,1,0,0
905,4,2014-10-02,7952,1265,1,1,0,0
4,3,2014-10-01,10560,1364,1,1,0,0
352,3,2014-10-01,7245,678,1,1,0,0
416,3,2014-10-01,12631,1524,1,1,0,0
458,3,2014-10-01,8736,753,1,1,0,0
511,3,2014-10-01,6133,818,1,1,0,0
574,3,2014-10-01,9309,684,1,1,0,0
576,3,2014-10-01,8914,1101,1,1,0,0
723,3,2014-10-01,8080,624,1,1,0,0
840,3,2014-10-01,9142,1283,1,1,0,0
905,3,2014-10-01,7789,1183,1,1,0,0
4,2,2014-09-30,12659,1486,1,1,0,0
352,2,2014-09-30,7418,644,1,1,0,0
416,2,2014-09-30,12280,1498,1,1,0,0
458,2,2014-09-30,8796,712,1,1,0,0
511,2,2014-09-30,6812,882,1,1,0,0
574,2,2014-09-30,10514,725,1,1,0,0
576,2,2014-09-30,9886,1159,1,1,0,0
723,2,2014-09-30,8186,640,1,1,0,0
840,2,2014-09-30,9595,1240,1,1,0,0
905,2,2014-09-30,9306,1295,1,1,0,0
4,1,2014-09-29,10201,1306,1,1,0,0
352,1,2014-09-29,7771,718,1,1,0,0
416,1,2014-09-29,14107,1605,1,1,0,0
458,1,2014-09-29,9336,791,1,1,0,0
511,1,2014-09-29,6353,905,1,1,0,0
574,1,2014-09-29,11479,801,1,1,0,0
576,1,2014-09-29,8800,1106,1,1,0,0
723,1,2014-09-29,9302,694,1,1,0,0
840,1,2014-09-29,9804,1240,1,1,0,0
905,1,2014-09-29,9657,1335,1,1,0,0
4,7,2014-09-28,0,0,0,0,0,0
352,7,2014-09-28,0,0,0,0,0,0
416,7,2014-09-28,0,0,0,0,0,0
458,7,2014-09-28,0,0,0,0,0,0
511,7,2014-09-28,0,0,0,0,0,0
574,7,2014-09-28,0,0,0,0,0,0
576,7,2014-09-28,0,0,0,0,0,0
723,7,2014-09-28,0,0,0,0,0,0
840,7,2014-09-28,0,0,0,0,0,0
905,7,2014-09-28,0,0,0,0,0,0
4,6,2014-09-27,9405,1302,1,0,0,0
352,6,2014-09-27,5848,571,1,0,0,0
416,6,2014-09-27,10952,1578,1,0,0,0
458,6,2014-09-27,9096,842,1,0,0,0
511,6,2014-09-27,5398,761,1,0,0,0
574,6,2014-09-27,7633,618,1,0,0,0
576,6,2014-09-27,6038,941,1,0,0,0
723,6,2014-09-27,6461,616,1,0,0,0
840,6,2014-09-27,3600,610,1,0,0,0
905,6,2014-09-27,5674,894,1,0,0,0
4,5,2014-09-26,6948,1066,1,0,0,0
352,5,2014-09-26,5983,625,1,0,0,0
416,5,2014-09-26,8372,1225,1,0,0,0
458,5,2014-09-26,5659,576,1,0,0,0
511,5,2014-09-26,5481,786,1,0,0,0
574,5,2014-09-26,7593,630,1,0,0,0
576,5,2014-09-26,5048,778,1,0,0,0
723,5,2014-09-26,5951,529,1,0,0,0
840,5,2014-09-26,6142,961,1,0,0,0
905,5,2014-09-26,4870,808,1,0,0,0
4,4,2014-09-25,6629,1030,1,0,0,0
352,4,2014-09-25,5137,508,1,0,0,0
416,4,2014-09-25,8786,1232,1,0,0,0
458,4,2014-09-25,5113,523,1,0,0,0
511,4,2014-09-25,4663,678,1,0,0,0
574,4,2014-09-25,6555,539,1,0,0,0
576,4,2014-09-25,4331,728,1,0,0,0
723,4,2014-09-25,4999,469,1,0,0,0
840,4,2014-09-25,6250,1045,1,0,0,0
905,4,2014-09-25,5020,921,1,0,0,0
4,3,2014-09-24,6440,1005,1,0,0,0
352,3,2014-09-24,5383,562,1,0,0,0
416,3,2014-09-24,8290,1189,1,0,0,0
458,3,2014-09-24,5088,533,1,0,0,0
511,3,2014-09-24,4646,736,1,0,0,0
574,3,2014-09-24,6172,534,1,0,0,0
576,3,2014-09-24,4103,698,1,0,0,0
723,3,2014-09-24,4959,464,1,0,0,0
840,3,2014-09-24,5884,1019,1,0,0,0
905,3,2014-09-24,4681,836,1,0,0,0
4,2,2014-09-23,7543,1115,1,0,0,0
352,2,2014-09-23,4605,517,1,0,0,0
416,2,2014-09-23,8144,1194,1,0,0,0
458,2,2014-09-23,4844,538,1,0,0,0
511,2,2014-09-23,4740,693,1,0,0,0
574,2,2014-09-23,5246,476,1,0,0,0
576,2,2014-09-23,4677,795,1,0,0,0
723,2,2014-09-23,4911,461,1,0,0,0
840,2,2014-09-23,6504,1012,1,0,0,0
905,2,2014-09-23,4792,913,1,0,0,0
4,1,2014-09-22,8184,1205,1,0,0,0
352,1,2014-09-22,5047,592,1,0,0,0
416,1,2014-09-22,9505,1303,1,0,0,0
458,1,2014-09-22,5525,581,1,0,0,0
511,1,2014-09-22,5354,796,1,0,0,0
574,1,2014-09-22,7332,592,1,0,0,0
576,1,2014-09-22,4531,733,1,0,0,0
723,1,2014-09-22,5480,504,1,0,0,0
840,1,2014-09-22,6594,1047,1,0,0,0
905,1,2014-09-22,5106,909,1,0,0,0
4,7,2014-09-21,0,0,0,0,0,0
352,7,2014-09-21,0,0,0,0,0,0
416,7,2014-09-21,0,0,0,0,0,0
458,7,2014-09-21,0,0,0,0,0,0
511,7,2014-09-21,0,0,0,0,0,0
574,7,2014-09-21,0,0,0,0,0,0
576,7,2014-09-21,0,0,0,0,0,0
723,7,2014-09-21,0,0,0,0,0,0
840,7,2014-09-21,0,0,0,0,0,0
905,7,2014-09-21,0,0,0,0,0,0
4,6,2014-09-20,10044,1388,1,0,0,0
352,6,2014-09-20,5906,611,1,0,0,0
416,6,2014-09-20,8969,1335,1,0,0,0
458,6,2014-09-20,8326,798,1,0,0,0
511,6,2014-09-20,5362,798,1,0,0,0
574,6,2014-09-20,7864,647,1,0,0,0
576,6,2014-09-20,6122,912,1,0,0,0
723,6,2014-09-20,6814,635,1,0,0,0
840,6,2014-09-20,3905,672,1,0,0,0
905,6,2014-09-20,5497,892,1,0,0,0
4,5,2014-09-19,8995,1228,1,1,0,0
352,5,2014-09-19,6778,662,1,1,0,0
416,5,2014-09-19,11010,1390,1,1,0,0
458,5,2014-09-19,6989,642,1,1,0,0
511,5,2014-09-19,5589,749,1,1,0,0
574,5,2014-09-19,8977,668,1,1,0,0
576,5,2014-09-19,6235,956,1,1,0,0
723,5,2014-09-19,7573,614,1,1,0,0
840,5,2014-09-19,7306,1068,1,1,0,0
905,5,2014-09-19,6242,975,1,1,0,0
4,4,2014-09-18,8958,1196,1,1,0,0
352,4,2014-09-18,5560,553,1,1,0,0
416,4,2014-09-18,11080,1509,1,1,0,0
458,4,2014-09-18,6904,603,1,1,0,0
511,4,2014-09-18,5226,743,1,1,0,0
574,4,2014-09-18,7155,589,1,1,0,0
576,4,2014-09-18,6786,965,1,1,0,0
723,4,2014-09-18,7400,587,1,1,0,0
840,4,2014-09-18,7312,1123,1,1,0,0
905,4,2014-09-18,6559,1031,1,1,0,0
4,3,2014-09-17,8594,1173,1,1,0,0
352,3,2014-09-17,5988,556,1,1,0,0
416,3,2014-09-17,10845,1423,1,1,0,0
458,3,2014-09-17,6417,625,1,1,0,0
511,3,2014-09-17,5385,804,1,1,0,0
574,3,2014-09-17,8206,593,1,1,0,0
576,3,2014-09-17,7205,932,1,1,0,0
723,3,2014-09-17,7004,556,1,1,0,0
840,3,2014-09-17,7519,1139,1,1,0,0
905,3,2014-09-17,6331,994,1,1,0,0
4,2,2014-09-16,9140,1223,1,1,0,0
352,2,2014-09-16,6350,608,1,1,0,0
416,2,2014-09-16,11681,1464,1,1,0,0
458,2,2014-09-16,7116,655,1,1,0,0
511,2,2014-09-16,6160,812,1,1,0,0
574,2,2014-09-16,8563,648,1,1,0,0
576,2,2014-09-16,7515,996,1,1,0,0
723,2,2014-09-16,8096,567,1,1,0,0
840,2,2014-09-16,8116,1158,1,1,0,0
905,2,2014-09-16,7829,1161,1,1,0,0
4,1,2014-09-15,11450,1471,1,1,0,0
352,1,2014-09-15,7447,710,1,1,0,0
416,1,2014-09-15,13779,1609,1,1,0,0
458,1,2014-09-15,9457,775,1,1,0,0
511,1,2014-09-15,6581,871,1,1,0,0
574,1,2014-09-15,11673,839,1,1,0,0
576,1,2014-09-15,9938,1194,1,1,0,0
723,1,2014-09-15,8776,695,1,1,0,0
840,1,2014-09-15,9385,1252,1,1,0,0
905,1,2014-09-15,9210,1232,1,1,0,0
4,7,2014-09-14,0,0,0,0,0,0
352,7,2014-09-14,0,0,0,0,0,0
416,7,2014-09-14,0,0,0,0,0,0
458,7,2014-09-14,0,0,0,0,0,0
511,7,2014-09-14,0,0,0,0,0,0
574,7,2014-09-14,0,0,0,0,0,0
576,7,2014-09-14,0,0,0,0,0,0
723,7,2014-09-14,0,0,0,0,0,0
840,7,2014-09-14,0,0,0,0,0,0
905,7,2014-09-14,0,0,0,0,0,0
4,6,2014-09-13,9563,1311,1,0,0,0
352,6,2014-09-13,5928,593,1,0,0,0
416,6,2014-09-13,10050,1282,1,0,0,0
458,6,2014-09-13,9226,871,1,0,0,0
511,6,2014-09-13,5084,750,1,0,0,0
574,6,2014-09-13,8131,639,1,0,0,0
576,6,2014-09-13,6676,968,1,0,0,0
723,6,2014-09-13,7661,677,1,0,0,0
840,6,2014-09-13,3813,617,1,0,0,0
905,6,2014-09-13,5533,884,1,0,0,0
4,5,2014-09-12,7603,1114,1,0,0,0
352,5,2014-09-12,6089,622,1,0,0,0
416,5,2014-09-12,9216,1262,1,0,0,0
458,5,2014-09-12,5921,599,1,0,0,0
511,5,2014-09-12,4615,703,1,0,0,0
574,5,2014-09-12,6843,547,1,0,0,1
576,5,2014-09-12,5173,765,1,0,0,0
723,5,2014-09-12,5380,493,1,0,0,0
840,5,2014-09-12,6449,1003,1,0,0,0
905,5,2014-09-12,5495,957,1,0,0,0
4,4,2014-09-11,7924,1155,1,0,0,0
352,4,2014-09-11,5740,585,1,0,0,0
416,4,2014-09-11,9450,1332,1,0,0,0
458,4,2014-09-11,4894,519,1,0,0,0
511,4,2014-09-11,4589,710,1,0,0,0
574,4,2014-09-11,7279,555,1,0,0,1
576,4,2014-09-11,5050,801,1,0,0,0
723,4,2014-09-11,6001,543,1,0,0,0
840,4,2014-09-11,6416,1045,1,0,0,0
905,4,2014-09-11,5172,894,1,0,0,0
4,3,2014-09-10,8530,1206,1,0,0,0
352,3,2014-09-10,5007,566,1,0,0,0
416,3,2014-09-10,9413,1320,1,0,0,0
458,3,2014-09-10,5158,538,1,0,0,0
511,3,2014-09-10,5082,767,1,0,0,1
574,3,2014-09-10,6281,560,1,0,0,1
